# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=7345
# chain_id=2
# iter=200
# warmup=100
# save_warmup=1
# thin=1
# refresh=20
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./stan_example.samples_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,shape1.1,shape1.2,shape1.3,shape2.1,shape2.2,shape2.3,stretch.1,stretch.2,stretch.3,min_max.1.1,min_max.2.1,min_max.3.1,min_max.1.2,min_max.2.2,min_max.3.2,nu.1,nu.2,nu.3,mu_shape1,mu_shape2,mu_stretch,mu_min,mu_max,mu_nu,x_min.1,x_min.2,x_min.3,x_max.1,x_max.2,x_max.3
-28.9748,0.941057,0.000900631,10,1023,0,45.4879,3.22766,2.76377,2.43789,3.7476,2.04143,2.78527,2.45684,2.30349,1.9434,-4.88801,-5.07989,-4.67047,5.85821,2.20643,4.2171,20.6058,31.4048,31.4855,3.57676,2.92599,2.75665,-6.26552,3.79996,0.361698,-4.88801,-5.07989,-4.67047,5.85821,2.20643,4.2171
-27.418,0.888053,0.00092854,10,1023,0,38.1796,3.21078,2.77084,2.34875,3.52561,2.05294,2.90098,2.42343,2.32772,1.88637,-4.87032,-5.08336,-4.58494,5.79456,2.20613,4.48028,14.7408,36.2939,34.5415,3.34391,2.99328,2.60359,-6.04628,3.76722,0.396747,-4.87032,-5.08336,-4.58494,5.79456,2.20613,4.48028
-23.2405,0.998699,0.000857875,10,1023,0,34.6777,3.30624,2.6808,2.44404,3.47777,2.07442,2.66998,2.61204,2.29245,1.94577,-5.06193,-5.06306,-4.6801,5.76313,2.22069,4.13896,18.3641,28.9254,29.6367,3.00976,2.76255,2.71749,-5.867,4.01833,0.323521,-5.06193,-5.06306,-4.6801,5.76313,2.22069,4.13896
-21.8713,0.995788,0.000994778,9,1023,0,31.8693,3.83342,2.77754,2.36369,3.349,2.0722,3.06103,2.32544,2.25437,1.84097,-5.58948,-5.09953,-4.63486,4.79663,2.21001,4.64929,18.5193,38.5638,39.9629,2.93176,2.53094,2.39386,-5.12932,4.3054,0.267682,-5.58948,-5.09953,-4.63486,4.79663,2.21001,4.64929
-27.4516,0.770406,0.00114472,10,1023,0,34.6578,3.84378,2.70864,2.5424,4.86997,2.10985,3.64815,2.41501,2.35691,1.79417,-5.63162,-5.0379,-4.73497,6.2227,2.2115,4.99445,19.3401,24.8377,28.291,3.44439,2.32297,2.11189,-5.1693,4.34529,0.357114,-5.63162,-5.0379,-4.73497,6.2227,2.2115,4.99445
-18.038,0.99019,0.000832746,10,1023,0,33.4207,3.79494,2.79658,2.52403,3.24557,2.26207,3.63912,2.42928,2.28074,1.75337,-5.52137,-5.14562,-4.77807,4.6595,2.28308,5.11127,20.042,28.3125,32.9491,2.85548,2.69825,1.49957,-5.0974,5.17604,0.23252,-5.52137,-5.14562,-4.77807,4.6595,2.28308,5.11127
-24.4515,0.984785,0.000946606,10,1023,0,39.3996,3.00724,2.9361,2.43516,3.48602,2.52633,2.90751,2.21895,2.25214,1.88122,-4.76837,-5.23296,-4.70234,5.69765,2.36228,4.34247,17.3637,32.2413,32.5029,2.53039,2.35673,3.14339,-6.34835,5.27572,0.362664,-4.76837,-5.23296,-4.70234,5.69765,2.36228,4.34247
-18.1131,0.946358,0.00106284,10,1023,0,35.78,3.4457,2.85028,2.4115,2.83466,2.48912,3.24814,2.89311,2.15702,1.82615,-5.12629,-5.16602,-4.64717,5.06493,2.41652,4.83914,15.6915,33.8484,33.9484,2.97137,2.83361,2.63369,-5.88054,4.23591,0.26897,-5.12629,-5.16602,-4.64717,5.06493,2.41652,4.83914
-16.9092,0.979338,0.0011037,10,1023,0,31.7864,3.39975,3.14146,2.46377,2.77151,2.98582,3.03276,2.56369,2.19768,1.89271,-5.52434,-5.27956,-4.6982,5.57002,2.50799,4.45423,17.3755,36.19,36.2687,3.81098,2.18992,2.16004,-5.52231,5.19162,0.257271,-5.52434,-5.27956,-4.6982,5.57002,2.50799,4.45423
-16.924,0.954347,0.00122308,10,1023,0,31.085,3.75201,3.41923,2.37106,3.76291,3.04424,3.23446,2.88286,2.04328,1.82123,-5.35538,-5.65719,-4.60967,5.54953,2.50424,5.04336,20.8542,39.3054,28.4714,2.32882,2.11104,1.49576,-4.60681,4.06409,0.286204,-5.35538,-5.65719,-4.60967,5.54953,2.50424,5.04336
-15.1147,0.997641,0.00128847,10,1023,0,26.3078,3.40159,3.01079,2.34883,2.62937,2.72474,2.93089,2.84613,2.14051,1.90344,-5.13262,-5.26531,-4.59128,4.8386,2.47979,4.72387,16.8395,36.6458,36.4688,2.18894,2.94636,1.32666,-4.72352,4.36486,0.268533,-5.13262,-5.26531,-4.59128,4.8386,2.47979,4.72387
-10.8613,0.963354,0.00147709,10,1023,0,23.8226,3.77973,3.10657,2.42469,2.90255,2.90623,3.19262,2.50602,2.13494,1.8543,-5.40842,-5.3216,-4.65646,4.09125,2.53673,4.74903,16.8342,38.8676,30.4049,2.86694,2.73137,1.86466,-5.64711,4.36026,0.329512,-5.40842,-5.3216,-4.65646,4.09125,2.53673,4.74903
-20.6674,0.981526,0.00158097,10,1023,0,27.6254,2.97425,3.62729,2.34587,3.78163,3.65551,2.41588,2.5483,2.01196,1.93419,-4.7961,-5.76563,-4.61187,6.86478,2.70929,3.91564,14.7706,39.6481,35.6093,2.53829,3.41539,1.21869,-5.29704,3.83985,0.261022,-4.7961,-5.76563,-4.61187,6.86478,2.70929,3.91564
-16.1116,0.829489,0.00175175,10,1023,0,32.0467,3.63861,3.17682,2.47825,2.93005,2.93023,4.24271,2.34968,2.22728,1.73349,-5.38497,-5.39094,-4.69958,4.78179,2.48013,5.76328,17.2942,41.0255,29.213,3.27417,2.67466,2.50113,-5.1777,5.0795,0.315065,-5.38497,-5.39094,-4.69958,4.78179,2.48013,5.76328
-13.7327,0.981664,0.00144335,10,1023,0,23.6531,3.40309,3.07334,2.5143,2.92098,2.62561,3.77082,2.70613,2.26777,1.82056,-5.18417,-5.32163,-4.73939,5.22274,2.40109,5.16162,16.5424,44.5805,30.7397,3.66447,3.25722,1.68224,-5.05115,4.83068,0.231328,-5.18417,-5.32163,-4.73939,5.22274,2.40109,5.16162
-11.2624,0.857233,0.00159829,10,1023,0,24.8333,3.49331,3.34066,2.37804,2.44592,3.29418,3.4322,2.55112,2.18975,1.79812,-5.43061,-5.50717,-4.61985,4.56242,2.62933,5.18165,19.2786,43.6752,28.8805,3.05397,2.99067,2.29312,-4.89246,5.07362,0.299879,-5.43061,-5.50717,-4.61985,4.56242,2.62933,5.18165
-14.2802,0.981489,0.00139165,10,1023,0,22.7308,3.02563,3.18296,2.45843,3.07899,2.97639,4.5133,2.78849,2.17057,1.67589,-4.83674,-5.41256,-4.65515,6.61191,2.52616,5.83189,17.0628,34.0459,31.0235,1.94764,3.53516,1.80862,-4.74352,4.54983,0.298521,-4.83674,-5.41256,-4.65515,6.61191,2.52616,5.83189
-14.0202,0.963168,0.00153882,10,1023,0,30.7272,4.76113,3.27546,2.36619,3.87221,3.03334,3.39586,2.70942,2.15496,1.78851,-6.3143,-5.47604,-4.60034,4.54126,2.51678,5.16155,19.333,34.4786,30.9974,3.07146,3.95524,1.79466,-5.63905,4.77793,0.284171,-6.3143,-5.47604,-4.60034,4.54126,2.51678,5.16155
-13.5919,0.786774,0.00164141,10,1023,0,27.8478,3.76625,3.65724,2.57315,5.20069,3.51242,4.83124,2.54314,2.10543,1.66266,-5.30781,-5.81116,-4.76949,6.00655,2.64322,5.93537,17.407,42.5549,33.0988,3.12032,4.28956,1.44024,-5.73011,3.55153,0.318022,-5.30781,-5.81116,-4.76949,6.00655,2.64322,5.93537
-8.94703,0.889381,0.0012519,10,1023,0,22.6109,3.95883,3.77279,2.44603,4.00776,3.66734,3.16267,2.19713,2.03209,1.82841,-5.79812,-5.96169,-4.68214,5.24768,2.71611,4.66823,19.3232,43.0301,33.3831,3.20165,3.39278,1.2225,-5.65721,4.6195,0.288944,-5.79812,-5.96169,-4.68214,5.24768,2.71611,4.66823
-12.7451,0.959646,0.00116164,9,511,0,23.9393,3.74614,3.72655,2.55634,4.42012,3.55233,3.11099,2.23418,1.99256,1.89411,-5.69834,-5.96814,-4.81175,6.06626,2.69691,4.5299,17.4242,33.758,31.6737,2.99462,3.34676,1.53529,-5.41007,4.73347,0.222116,-5.69834,-5.96814,-4.81175,6.06626,2.69691,4.5299
-8.35647,0.986434,0.00123077,10,1023,0,20.9019,3.82915,3.16244,2.4014,4.1579,2.8242,3.84532,2.17769,2.1382,1.69885,-5.62003,-5.38111,-4.61972,5.2809,2.48101,5.44641,16.7678,35.0174,31.6809,2.97262,3.47994,1.86977,-4.73927,5.09774,0.309347,-5.62003,-5.38111,-4.61972,5.2809,2.48101,5.44641
-9.0966,0.93688,0.00137019,10,1023,0,16.2305,3.55601,3.24626,2.51931,4.25314,2.93241,3.65274,2.49069,2.15847,1.8167,-5.26295,-5.4942,-4.72839,5.69101,2.5406,5.02944,21.2359,37.2468,37.2516,3.00422,3.50388,1.87915,-4.92639,4.77334,0.277815,-5.26295,-5.4942,-4.72839,5.69101,2.5406,5.02944
-12.6476,0.98984,0.00138928,9,511,0,20.4031,3.17595,3.66197,2.54025,4.148,3.64002,4.28752,2.27932,2.06914,1.68038,-4.94817,-5.7557,-4.77254,6.23814,2.66984,5.57538,15.0866,34.9118,30.2183,2.91644,3.50494,2.31865,-4.55643,4.78543,0.424572,-4.94817,-5.7557,-4.77254,6.23814,2.66984,5.57538
-12.4043,0.978371,0.00155374,8,255,0,16.6215,3.34353,3.63452,2.55498,4.37518,3.66166,4.0294,2.28695,2.06026,1.74023,-4.95357,-5.73189,-4.72657,6.04755,2.68252,5.21741,16.3467,38.3532,32.3956,3.00566,3.55521,2.31483,-4.57251,4.84748,0.436885,-4.95357,-5.73189,-4.72657,6.04755,2.68252,5.21741
-14.551,0.999168,0.00169935,9,511,0,22.6405,3.10207,3.69128,2.59682,4.89581,3.57108,4.15837,2.2717,2.0126,1.7367,-4.82356,-5.83846,-4.82138,6.85533,2.69936,5.39438,16.783,33.6648,32.3795,3.09773,3.69599,2.60675,-4.66318,4.80836,0.33181,-4.82356,-5.83846,-4.82138,6.85533,2.69936,5.39438
-12.9858,0.976647,0.00192941,9,511,0,28.6831,3.86992,3.51674,2.39495,3.04572,3.18207,4.09612,2.8607,2.07286,1.69493,-5.55123,-5.7599,-4.62798,4.86748,2.58478,5.79611,18.221,42.8331,35.7896,3.41989,3.60539,2.39122,-4.29445,4.62356,0.226168,-5.55123,-5.7599,-4.62798,4.86748,2.58478,5.79611
-14.8047,0.998911,0.00209948,9,511,0,21.6837,3.59799,3.10588,2.46784,3.2028,3.13655,4.07649,2.44745,2.23819,1.69729,-5.67216,-5.23145,-4.68974,5.46294,2.58796,5.58183,19.9776,38.1641,30.4621,3.26356,3.65839,2.4412,-4.42938,4.74625,0.271721,-5.67216,-5.23145,-4.68974,5.46294,2.58796,5.58183
-14.6128,0.917283,0.00237733,10,1023,0,25.8421,3.45031,3.66524,2.43644,3.40527,3.10828,3.84041,2.42956,2.02185,1.76011,-5.36309,-5.97048,-4.64564,5.73859,2.51434,5.35272,18.9108,38.4792,35.0453,3.30651,3.35598,2.73024,-4.3816,5.51849,0.290724,-5.36309,-5.97048,-4.64564,5.73859,2.51434,5.35272
# Adaptation terminated
# Step size = 0.00129761
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-8.15925,0.997057,0.00129761,9,511,0,30.4412,3.51736,3.42047,2.57901,3.42427,3.03366,4.26869,2.40533,2.09593,1.75764,-5.31392,-5.65835,-4.74447,5.417,2.51228,5.40133,16.3937,41.212,32.0656,3.11239,2.89239,1.95759,-4.60479,5.35195,0.270408,-5.31392,-5.65835,-4.74447,5.417,2.51228,5.40133
-12.9077,0.956048,0.00129761,10,1023,0,20.8452,3.64564,3.24587,2.46752,5.47782,3.12332,4.14076,2.06906,2.14754,1.72114,-5.48353,-5.42941,-4.62298,6.65551,2.5618,5.55592,18.316,38.829,36.5421,2.83519,2.89927,1.89821,-5.00282,5.76076,0.223312,-5.48353,-5.42941,-4.62298,6.65551,2.5618,5.55592
-10.0587,0.94688,0.00129761,10,1023,0,22.5468,4.08986,3.35941,2.41236,3.31611,3.16491,3.16566,2.42835,2.16001,1.8424,-5.97604,-5.50886,-4.66718,4.97136,2.56303,4.7164,16.9661,37.1086,35.2249,2.55599,2.95804,2.40842,-4.78428,5.5154,0.353541,-5.97604,-5.50886,-4.66718,4.97136,2.56303,4.7164
-8.3687,0.957762,0.00129761,10,1023,0,16.9653,4.0487,3.40186,2.47931,3.57809,3.26574,3.1779,2.37941,2.1738,1.85334,-5.8936,-5.52545,-4.70384,4.89377,2.60476,4.57501,18.176,38.8314,30.2037,2.4699,2.9167,2.19794,-4.7641,5.47556,0.314668,-5.8936,-5.52545,-4.70384,4.89377,2.60476,4.57501
-8.39849,0.984196,0.00129761,10,1023,0,17.6712,3.13574,3.24394,2.48036,3.74603,3.06241,3.13809,2.48385,2.14608,1.82784,-4.81912,-5.47955,-4.70755,5.90054,2.5791,4.57299,18.5926,39.7631,33.0221,2.91251,2.81364,1.45648,-5.09128,4.99472,0.235289,-4.81912,-5.47955,-4.70755,5.90054,2.5791,4.57299
-10.9615,0.987655,0.00129761,10,1023,0,18.1067,3.64069,3.55151,2.48978,2.7327,3.44111,3.75075,2.76423,2.07193,1.81041,-5.52923,-5.69252,-4.72118,4.99927,2.63006,5.12972,16.7745,37.2372,31.1739,2.89048,2.82206,2.72919,-4.77057,4.3435,0.342989,-5.52923,-5.69252,-4.72118,4.99927,2.63006,5.12972
-13.0408,0.993131,0.00129761,10,1023,0,19.5483,3.43582,3.33752,2.42875,2.78795,2.88318,2.96548,3.03365,2.16381,1.84744,-5.02404,-5.59773,-4.645,4.97892,2.45383,4.42408,18.513,39.9773,32.461,3.39746,2.94967,1.67442,-5.65508,3.87535,0.24571,-5.02404,-5.59773,-4.645,4.97892,2.45383,4.42408
-15.2367,0.99969,0.00129761,10,1023,0,23.4748,3.46389,3.4723,2.42153,2.67538,3.55684,3.04683,2.54743,2.10113,1.7738,-5.15523,-5.53994,-4.67505,4.55592,2.68131,4.57829,14.09,37.0352,27.6839,3.10071,3.36525,1.82659,-5.73508,4.3801,0.37801,-5.15523,-5.53994,-4.67505,4.55592,2.68131,4.57829
-14.5728,0.997337,0.00129761,10,1023,0,29.3288,3.84552,3.1234,2.34101,2.60684,3.01324,2.61232,2.55859,2.18667,2.06371,-5.57369,-5.31405,-4.57095,4.25225,2.56385,4.12271,16.2756,36.6147,37.015,3.43663,1.99667,1.96649,-5.80769,4.50231,0.270621,-5.57369,-5.31405,-4.57095,4.25225,2.56385,4.12271
-15.846,0.9993,0.00129761,10,1023,0,25.854,4.16847,3.53967,2.36066,2.27135,3.53486,2.317,2.52154,2.0667,2.05498,-6.21152,-5.70266,-4.63181,3.90676,2.69264,3.78504,16.7871,38.6492,39.185,2.96522,1.79471,1.60948,-5.11493,3.27048,0.2992,-6.21152,-5.70266,-4.63181,3.90676,2.69264,3.78504
-11.8472,0.968507,0.00129761,10,1023,0,24.8284,3.5223,3.19811,2.32332,3.1018,3.00644,2.74396,2.52902,2.19066,1.83502,-5.1896,-5.39273,-4.62821,4.65279,2.53246,4.4432,15.4249,40.5387,27.5982,2.80547,2.73226,2.21707,-5.87617,3.45654,0.264033,-5.1896,-5.39273,-4.62821,4.65279,2.53246,4.4432
-12.4195,0.889315,0.00129761,10,1023,0,23.353,3.65709,3.46271,2.41546,2.83212,3.25366,2.63607,2.71715,2.11524,1.96521,-5.2337,-5.66096,-4.6652,4.60185,2.63072,4.10909,20.3479,45.8216,37.7796,2.97947,2.67488,1.72077,-4.95426,3.91998,0.298162,-5.2337,-5.66096,-4.6652,4.60185,2.63072,4.10909
-10.5692,0.958951,0.00129761,10,1023,0,27.5368,3.40919,3.15002,2.50414,3.08389,2.69192,3.68902,2.25568,2.2105,1.82,-5.3216,-5.37039,-4.71159,5.07672,2.38662,5.03556,18.3364,43.5796,31.89,2.49892,2.58242,1.65065,-4.84823,4.8973,0.328503,-5.3216,-5.37039,-4.71159,5.07672,2.38662,5.03556
-10.7794,0.999878,0.00129761,10,1023,0,23.2814,3.77763,3.27093,2.37253,4.61297,3.1937,3.5333,2.38341,2.14198,1.77862,-5.43749,-5.46158,-4.61173,5.63732,2.61954,4.94831,19.1048,42.582,27.7896,2.79028,2.76325,2.10159,-4.88723,4.8501,0.297985,-5.43749,-5.46158,-4.61173,5.63732,2.61954,4.94831
-11.1616,0.999058,0.00129761,10,1023,0,21.4037,3.34866,3.28726,2.30737,2.86327,3.01538,2.96936,2.54361,2.0525,1.78362,-5.17084,-5.52847,-4.60837,4.98851,2.55356,4.898,18.1006,38.9231,27.0292,2.22631,2.58198,1.35093,-5.2171,4.95411,0.28825,-5.17084,-5.52847,-4.60837,4.98851,2.55356,4.898
-12.878,0.926351,0.00129761,10,1023,0,25.8006,4.00158,3.32843,2.38342,4.16835,3.34791,3.21646,2.43797,2.21524,1.86933,-5.6947,-5.38231,-4.61101,5.30382,2.62255,4.78918,21.241,34.7013,39.9286,4.01482,2.71519,2.26071,-5.0968,4.60047,0.279089,-5.6947,-5.38231,-4.61101,5.30382,2.62255,4.78918
-12.1866,0.991657,0.00129761,10,1023,0,19.5705,3.54647,3.11275,2.46482,3.19695,2.83683,3.98841,2.64704,2.2178,1.70273,-5.1665,-5.25856,-4.70675,4.93834,2.46147,5.49846,18.3527,43.5765,27.4449,2.68264,3.33102,1.19398,-5.23551,3.89954,0.262616,-5.1665,-5.25856,-4.70675,4.93834,2.46147,5.49846
-14.1272,0.998914,0.00129761,10,1023,0,31.6332,3.88858,3.56322,2.46046,3.9073,3.3376,2.47745,2.34321,2.10785,1.97223,-5.63403,-5.69351,-4.75844,5.00074,2.59977,3.93962,19.4006,42.7458,39.3632,2.33218,2.64064,1.04266,-5.60801,4.2424,0.32628,-5.63403,-5.69351,-4.75844,5.00074,2.59977,3.93962
-14.629,0.905129,0.00129761,10,1023,0,29.0417,3.55178,3.41324,2.49276,3.72161,3.28767,5.37773,2.57072,2.08661,1.60851,-5.21022,-5.60102,-4.63285,5.37988,2.64292,6.40763,17.6787,44.08,37.5305,2.79751,2.92658,1.2279,-5.85146,3.86395,0.280694,-5.21022,-5.60102,-4.63285,5.37988,2.64292,6.40763
-11.8873,0.947503,0.00129761,10,1023,0,26.799,3.81896,3.25255,2.37669,2.44017,3.04755,2.42489,2.79735,2.09425,2.00314,-5.48833,-5.46877,-4.5957,4.03345,2.57132,3.90918,17.1946,39.7011,35.3077,2.90011,2.16002,1.27663,-4.87483,3.73803,0.292837,-5.48833,-5.46877,-4.5957,4.03345,2.57132,3.90918
-14.0751,0.977728,0.00129761,10,1023,0,39.1644,3.69118,3.26447,2.4121,2.53374,3.04912,2.42001,2.39047,2.20156,1.9345,-5.46576,-5.4309,-4.76279,4.06074,2.53242,3.81908,15.7457,38.3199,27.9523,2.84671,2.21999,1.42615,-5.03512,3.94522,0.235069,-5.46576,-5.4309,-4.76279,4.06074,2.53242,3.81908
-15.8549,0.978824,0.00129761,10,1023,0,25.2083,3.08873,3.48941,2.33499,2.28217,3.27255,2.94838,2.62265,2.11228,1.79702,-4.84453,-5.65238,-4.65406,4.69403,2.5761,4.60118,13.2334,38.4304,29.0102,2.39303,2.32573,2.69342,-5.41374,3.69123,0.342867,-4.84453,-5.65238,-4.65406,4.69403,2.5761,4.60118
-13.1695,0.996834,0.00129761,10,1023,0,26.6151,3.18082,3.13147,2.47392,2.30101,2.95601,3.12539,3.09901,2.15893,1.79652,-4.88654,-5.33791,-4.74874,4.68014,2.53476,4.62989,21.5641,39.0729,33.9987,2.17955,1.93319,2.63626,-5.16253,4.00859,0.313852,-4.88654,-5.33791,-4.74874,4.68014,2.53476,4.62989
-10.4365,0.994302,0.00129761,10,1023,0,22.3104,3.65466,3.447,2.3877,2.42413,3.27615,2.56884,2.4554,2.1325,1.91529,-5.50026,-5.60999,-4.69765,4.04088,2.59607,4.12028,14.0416,42.6924,35.2207,2.66144,2.48794,1.92559,-5.81786,4.0586,0.310858,-5.50026,-5.60999,-4.69765,4.04088,2.59607,4.12028
-14.1127,0.989457,0.00129761,10,1023,0,20.8293,3.26687,3.25548,2.41477,2.90698,3.09702,3.15084,2.37202,2.01977,1.77506,-5.05961,-5.48721,-4.71717,4.85956,2.58759,4.66077,13.1011,37.5049,30.5622,2.53141,2.67775,1.9865,-4.75877,4.51653,0.246034,-5.05961,-5.48721,-4.71717,4.85956,2.58759,4.66077
-9.90883,0.995315,0.00129761,10,1023,0,21.9397,4.0022,3.39832,2.50242,3.45138,3.25922,4.07024,2.45366,2.00902,1.82335,-5.81503,-5.6228,-4.68364,4.85107,2.62318,5.35683,18.5243,41.3184,34.0414,2.51223,2.84872,1.71216,-6.01063,4.43587,0.283215,-5.81503,-5.6228,-4.68364,4.85107,2.62318,5.35683
-12.7431,0.994847,0.00129761,10,1023,0,23.9923,3.9246,3.30654,2.40675,2.35881,3.06249,2.91953,2.55475,2.2404,1.91386,-5.85391,-5.4686,-4.70649,3.88284,2.51997,4.57001,19.5568,41.5389,34.3067,3.57257,2.91754,2.18909,-5.21306,4.17001,0.304567,-5.85391,-5.4686,-4.70649,3.88284,2.51997,4.57001
-7.69954,0.914637,0.00129761,10,1023,0,26.6723,4.02296,3.5429,2.35641,3.19573,3.32854,3.0226,2.48212,2.10209,1.89962,-5.8845,-5.72065,-4.593,4.53245,2.58551,4.68522,19.9471,42.1199,35.2662,3.28426,2.65721,1.92558,-5.3916,4.35714,0.247019,-5.8845,-5.72065,-4.593,4.53245,2.58551,4.68522
-9.46525,0.999962,0.00129761,10,1023,0,17.1931,3.86935,3.30085,2.41997,5.19642,3.07433,2.95294,2.11749,2.12334,1.87905,-5.75581,-5.49427,-4.63805,6.08543,2.57199,4.49472,16.6755,35.266,31.5823,2.44296,3.65321,2.1319,-5.58364,4.63023,0.304771,-5.75581,-5.49427,-4.63805,6.08543,2.57199,4.49472
-11.5268,0.978001,0.00129761,10,1023,0,20.7366,3.55321,3.73506,2.3717,4.22887,3.45799,2.87772,2.2433,2.0151,1.91444,-5.39342,-5.94495,-4.61017,6.10357,2.64397,4.41002,15.233,33.745,31.7358,3.28499,3.62697,2.25663,-5.98128,4.64309,0.267545,-5.39342,-5.94495,-4.61017,6.10357,2.64397,4.41002
-12.5344,0.94969,0.00129761,10,1023,0,23.6891,4.23538,3.40368,2.46906,4.52887,3.15981,3.13672,2.37782,2.11238,1.90962,-6.01784,-5.59775,-4.66452,5.71859,2.55431,4.4783,15.6127,39.2877,33.868,3.54549,3.90578,2.67182,-5.49363,4.53588,0.222401,-6.01784,-5.59775,-4.66452,5.71859,2.55431,4.4783
-14.0328,0.976014,0.00129761,10,1023,0,28.816,3.89848,3.44445,2.50919,3.26877,3.19318,3.14469,2.24267,2.18164,1.88415,-5.78289,-5.60861,-4.68391,4.7361,2.54635,4.63196,14.893,44.8188,31.0881,2.71678,2.9254,1.56005,-4.5469,3.67861,0.247449,-5.78289,-5.60861,-4.68391,4.7361,2.54635,4.63196
-14.7222,0.832151,0.00129761,10,1023,0,31.0547,3.93897,3.57492,2.48188,4.17237,3.44818,3.16194,2.37542,2.00069,1.93438,-5.60812,-5.75805,-4.68762,5.23993,2.62268,4.67028,17.7325,33.806,32.5907,2.64588,3.20081,1.20244,-4.85386,3.24394,0.273655,-5.60812,-5.75805,-4.68762,5.23993,2.62268,4.67028
-12.4592,0.988249,0.00129761,10,1023,0,23.5159,3.75875,3.22954,2.4016,3.19054,3.18191,3.40541,2.3457,2.07845,1.78682,-5.64363,-5.45182,-4.69951,4.93279,2.65778,4.94597,16.952,34.157,31.7679,2.732,2.73957,2.23041,-4.67208,3.73388,0.297878,-5.64363,-5.45182,-4.69951,4.93279,2.65778,4.94597
-12.6772,0.994653,0.00129761,10,1023,0,20.4392,3.79121,3.2424,2.41469,4.15934,2.99502,3.50488,2.42786,2.24622,1.85751,-5.43581,-5.39833,-4.59481,5.21124,2.52474,5.12209,19.0905,42.4931,31.7547,2.52851,2.98973,1.19559,-6.14078,4.41342,0.337175,-5.43581,-5.39833,-4.59481,5.21124,2.52474,5.12209
-13.3361,0.995048,0.00129761,10,1023,0,21.1226,3.5502,3.41724,2.42972,2.83384,3.23009,3.65788,2.50224,2.2143,1.70109,-5.3202,-5.54043,-4.66236,4.55798,2.56451,5.43024,17.7877,46.8146,30.9721,3.37342,3.26989,1.54744,-3.99272,3.86881,0.2647,-5.3202,-5.54043,-4.66236,4.55798,2.56451,5.43024
-14.2539,0.940289,0.00129761,10,1023,0,25.3945,3.08816,3.44546,2.47463,2.48198,3.30778,4.06085,2.69263,2.03825,1.73378,-4.80027,-5.66358,-4.71596,4.73856,2.61742,5.4639,17.9424,44.9567,30.3759,3.01555,2.89372,1.87473,-3.88503,3.76043,0.329335,-4.80027,-5.66358,-4.71596,4.73856,2.61742,5.4639
-15.7945,0.916324,0.00129761,10,1023,0,30.8801,3.7321,3.0479,2.39543,3.07786,2.67072,2.77903,2.42429,2.18325,1.96359,-5.61179,-5.25403,-4.67871,4.8112,2.44256,4.25508,17.0498,35.1081,36.2323,1.4638,2.88154,2.29379,-5.80945,4.59239,0.280019,-5.61179,-5.25403,-4.67871,4.8112,2.44256,4.25508
-16.1059,0.979464,0.00129761,10,1023,0,29.6474,3.41795,3.58543,2.63906,3.97045,3.40825,4.01596,2.42854,2.09623,1.67948,-5.02763,-5.73446,-4.82752,5.51542,2.60607,5.07674,20.1803,38.9239,26.9444,4.0351,2.68096,1.74259,-4.41405,4.8765,0.376471,-5.02763,-5.73446,-4.82752,5.51542,2.60607,5.07674
-11.7904,0.996449,0.00129761,10,1023,0,33.7478,3.54409,3.32182,2.38421,4.3828,3.19719,3.50265,2.26653,2.13111,1.83562,-5.31302,-5.50495,-4.62093,6.19458,2.58073,5.28701,15.963,37.5625,29.3052,3.08265,2.71239,2.44818,-4.93326,5.0516,0.251523,-5.31302,-5.50495,-4.62093,6.19458,2.58073,5.28701
-13.425,0.995008,0.00129761,10,1023,0,26.7648,3.91805,3.31553,2.41838,3.71509,2.88515,3.05757,2.20796,2.12898,1.88552,-5.92833,-5.55487,-4.70953,5.44621,2.46785,4.5161,16.7079,35.9749,31.7936,4.01509,3.08779,1.0807,-5.3391,4.18331,0.311035,-5.92833,-5.55487,-4.70953,5.44621,2.46785,4.5161
-11.945,0.993918,0.00129761,10,1023,0,23.1373,3.49978,3.50331,2.3673,3.09724,3.26279,2.49672,2.67608,2.04592,1.94564,-5.0802,-5.6917,-4.63484,4.81188,2.61373,4.10478,17.4725,35.9,33.428,2.0896,2.22803,2.91176,-5.29245,4.02955,0.303806,-5.0802,-5.6917,-4.63484,4.81188,2.61373,4.10478
-12.2581,0.947005,0.00129761,10,1023,0,20.15,3.49354,3.23688,2.43221,3.37746,2.98719,3.3116,2.45447,2.14622,1.8336,-5.48224,-5.398,-4.68929,5.52126,2.49249,4.97484,18.3064,35.5168,33.4049,3.08956,2.58762,0.908699,-5.01282,4.60448,0.3161,-5.48224,-5.398,-4.68929,5.52126,2.49249,4.97484
